,Titles,Brands,Prices,Stars,Ratings,Review_Words
129,"Sennheiser CX300 II CX 300 II Precision Enhanced Bass Earbuds, Black (Discontinued by Manufacturer)",Sennheiser Consumer Audio,23.69,4.0,10902.0,"['sound quality', 'stopped working', 'enhanced bass', 'much better', 'good sound', 'price range', 'behind your neck', 'another pair', 'right earbud', 'highly recommend', 'back of your neck', 'around the back']"
130,Sony 8-912-742-91 EARPHONES MDR-E0931SPB9 SET,Sony,,4.8,6.0,['No Review']
131,HA-FX 30 A-E blau,JVC,18.99,4.5,8.0,['No Review']
132,Pioneer SE-C3T-W White in-Ear Wired Headphones,Pioneer,29.99,3.8,38.0,['No Review']
133,JVC HAF160B Gumy Headphones - Black,JVC,,4.1,718.0,"['ear buds', 'sound quality', 'great sound', 'quality sound', 'headphones', 'earphones', 'bass', 'low', 'earbuds', 'compared', 'decent', 'ears']"
134,SONY Canal type earphone Black MDR-EX150 / B,Sony,108.1,3.9,50.0,['No Review']
135,Panasonic RPHJE290P Headphones,Panasonic,16.99,1.0,0.0,['No Review']
136,Philips O'Neill SHO2200BK/28 The Tread In-Ear Headphones - Black (Discontinued by Manufacturer),PHILIPS,59.99,3.6,56.0,"['sound quality', 'earbuds', 'build quality', 'in-ear headphones', 'right angle', 'great sound', 'outside noise', 'good sound', 'angle plug', 'ear sleeves', 'heavy duty', 'good job', 'sound great', 'hear his music', 'input plug']"
137,Skullcandy Ink'd Plus In-Ear Earbud - Cobalt Blue,Skullcandy,10.99,4.4,4277.0,"['sound quality', 'skullcandy', 'stopped working', 'noise cancellation', 'listening to music', 'great sound', 'volume control', 'long time', 'waste your money', 'sound great', 'work well', 'good sound']"
138,Koss THE CLEF Portable Earbuds with Case and Built-in Led Flashlight,Koss,28.64,2.0,6.0,['No Review']
139,JVC HA-EB75A Sports Ear Clip Headphones Blue HAEB75 earphones Genuine,JVC,14.75,4.0,3569.0,['No Review']
140,"Pioneer Quality Audio Performance in Ear Lightweight Metal in Ear Headphones, Brown SE-CL722T(T)",Pioneer,,3.6,10.0,['No Review']
141,Panasonic RPHV21BK In-Ear Earbud Heaphones with Built-in Clip (Black) (Discontinued by Manufacturer),Panasonic,,3.5,126.0,"['sound quality', 'good sound', 'periods of time', 'get what you pay', 'great sound', 'fit my ears', 'another pair', 'bass response', 'audio quality', 'long periods', 'sony mdr-e', 'great price', 'foam pads', 'earbud']"
142,"JVC Truly Wireless Earbuds Headphones, Bluetooth 5.0, Water Resistance(Ipx5), Long Battery Life (4+10 Hours), Secure and Comfort Fit with Memory Foam Earpieces - HAA10TB (Black)",JVC,49.99,4.0,577.0,"['sound quality', 'battery life', 'memory foam', 'highly recommend', 'foam tips', 'bluetooth earbuds', 'wireless earbuds', 'great sound', 'truly wireless', 'charging case', 'waste your money', 'easy to use']"
143,Monster Cable Diesel In-Ear Headphone with Apple Control Talk (Black) (Discontinued by Manufacturer),Monster,87.95,3.3,68.0,"['sound quality', 'stopped working', 'control talk', 'earbud', 'good sound', 'great sound', 'headphones', 'ears', 'earbuds', 'bass', 'diesel', 'earphones', 'owned', 'shape', 'apple', 'cable', 'cord', 'highs']"
144,Sony MDR-XB55AP Premium in-Ear Extra Bass Headphones with Mic (White),Sony,44.9,4.3,505.0,['No Review']
145,Koss CC_01 Isolation Earbud Stereophone (Red/Gray),Koss,110.36,3.0,29.0,"['sound quality', 'quality is good', 'great sound', 'earbuds', 'sound isolation', 'headphones', 'ears', 'cord', 'earbuds', 'foam', 'adjustable', 'bud', 'listening', 'metal', 'packaging', 'volume', 'warranty', 'impressed']"
146,JVC HA-EXC25-W canal type earphone drip-proof white sports,JVC,43.53,3.1,9.0,['No Review']
147,"Samsung Galaxy Buds+ Plus, True Wireless Earbuds w/improved battery and call quality, Cloud Blue & Certified Fast Charge Wireless Charger Pad (2019 Edition) with Cooling Fan US version",SAMSUNG,,4.7,406.0,"['wireless charger', 'battery life', 'galaxy buds', 'earbuds', 'charging', 'ear', 'noise', 'stay']"
149,Panasonic Stereo Earphones Suites Jewel Yellow RP-HJF3-Y (Japan Import),Panasonic,21.08,3.5,8.0,['No Review']
150,Sony MDR-XB90EX in-Ear Extra Bass Headphones (Japanese Import),Sony,,4.2,738.0,"['sound quality', 'earbuds', 'extra bass', 'mids and highs', 'low end', 'really good', 'ear pieces', 'stopped working', 'price point', 'ear headphones', 'hip hop', 'much better', 'beats by dre', 'sub bass']"
151,JVC True Wireless Earbuds HA-XC90T【Japan Domestic Genuine Products】【Ships from Japan】,JVC,,,0.0,['No Review']
152,Sony MDR-EX81LP High Performance Ultra-Secure Fit Earbud Style Stereo Headphones in Black,Sony,39.95,3.0,0.0,['No Review']
153,4XEM 4XSAMEARWH Earbud Earphones For Samsung Galaxy/Tab (White) - Stereo - White - Wired - Earbud - Binaural - In-ear,SAMSUNG,,5.0,0.0,['No Review']
154,Philips O'Neill SHO9575BW/28 THE SPECKED In-Ear Headset- Black/White,PHILIPS,49.99,3.3,41.0,"['years ago', 'tangle free', 'sound quality', 'well made', 'sound good', 'great sound', 'cord', 'volume', 'buds', 'earbuds', 'mic', 'phillips', 'button', 'ear', 'earphones', 'noise', 'slider', 'cable', 'control']"
155,JBL TUNE 110 - In-Ear Headphone with One-Button Remote - Black,JBL,12.95,4.3,409.0,"['sound quality', 'great sound', 'earbuds', 'headphones', 'ear', 'buds', 'build', 'earphones', 'laptop', 'noise']"
156,Panasonic RP-TCM115-A Canal Type in-Ear Headphones RPTCM115 Blue,Panasonic,,4.4,46.0,['No Review']
157,JBL E15 in-Ear Headphones with One-Button Remote and Mic (Black),JBL,14.99,3.8,55.0,"['sound quality', 'quality was great', 'earbuds', 'bass', 'highs', 'cord', 'headphones', 'ears', 'stay', 'control', 'main', 'noise', 'pay', 'solid', 'volume']"
158,Shure SE215 Sound Isolating in-Ear Headphones & RMCE Remote + Mic Cable (Clear),Shure,,3.7,4.0,['No Review']
159,Sony MDREX110AP - Black,Sony,19.5,4.4,696.0,"['sound quality', 'stopped working', 'great sound', 'earbuds', 'volume control', 'low volume', 'build quality', 'listening to music', 'really good', 'good bass', 'left earbud', 'fit well', 'poor quality']"
160,Koss Earbud Stereophone in Pink,Koss,25.77,,0.0,['No Review']
161,"Jabra Elite 25e Wireless Earbuds, Black – Voice Assistant and Bluetooth Enabled, Around-the-Neck Style with a Secure Fit and Superior Sound for Music and Calls, Long Battery Life, Android & iOS",Jabra,79.99,3.5,541.0,"['battery life', 'sound quality', 'noise cancellation', 'call quality', 'around your neck', 'stopped working', 'noise cancelling', 'halo smart', 'listening to music', 'worked great', 'ear pieces', 'active noise']"
162,"Samsung Galaxy Buds, Bluetooth True Wireless Earbuds (Wireless Charging Case Included), with 2-in-1 Portable Fast Charge Wireless Charger and Battery Pack, Silver- US Version with Warranty",SAMSUNG,,,0.0,['No Review']
163,Sony Mdr-Ex55/Pnk Ex Earbuds Headphones with Silicon Housing (Pink),Sony,39.95,3.5,7.0,['No Review']
164,Pioneer Neck Band Type Bluetooth Earphone SE-C7BT-W (Alpine White)【Japan Domestic Genuine Products】 【Ships from Japan】,Pioneer,80.24,3.8,19.0,['No Review']
165,JBL TUNE 110BT - In-Ear Wireless Bluetooth Headphone - Pink,JBL,39.95,4.3,346.0,"['sound quality', 'battery life', 'wireless bluetooth', 'pure bass', 'wired headphones', 'in-ear wireless', 'bass sound', 'sound great', 'also great', 'good sound', 'bluetooth wireless', 'great sound', 'cord']"
166,JVC canal type earphone Red HA-FXH10-R,JVC,78.53,4.4,12.0,['No Review']
167,"JVC HAEC25 Sport Headphones, Wireless, Bluetooth 5.0, Pivot & Slide Motion Fit, Sweatproof IPX2, Mic and Remote (Black)",JVC,39.95,,0.0,['No Review']
168,Plantronics Binaural Bluetooth Wireless Headset BackBeat Fit Blue BACKBEATFIT-BL,Plantronics,,3.6,359.0,['No Review']
169,Panasonic Stereo Earphones Suites Jewel deep Pink RP-HJF3-P (Japan Import),Panasonic,45.52,3.3,14.0,['No Review']
170,Sony MDR-E10LP/GRN Lightweight Earbuds (Green) (Discontinued by Manufacturer),Sony,,4.2,151.0,"['sound quality', 'earbuds i have ever', 'years ago', 'best earbuds', 'great price', 'work just fine', 'great value', 'great sound', 'newer version', 'fall out of my ears', 'listen to music', 'ever owned', 'stay in my ears']"
171,"Audio-Technica ATH-SPORT70BTBK SonicSport Bluetooth Wireless In-Ear Headphones, Black",Audio-Technica,29.99,2.9,22.0,['No Review']
172,JVC 18.2 x 7 x 3 cm Gumy Sweat-proof Sport Wireless Bluetooth In-Ear Headphones - Blue,JVC,43.99,3.5,12.0,['No Review']
173,Sennheiser HD1 In-Ear Headphones (iOS version) - Black Chrome (Discontinued by Manufacturer),Sennheiser Consumer Audio,,3.8,20.0,['No Review']
174,"Jabra Evolve 75 UC Stereo Wireless Bluetooth Headset / Music Headphones Including Link 370 (U.S. Retail Packaging), Black Bundle with Jabra Evolve 75 Charging Stand",Jabra,,4.5,44.0,['No Review']
175,Pioneer High Resolution Canal Type Earphone SE-CH3TB (BLACK)【Japan Domestic Genuine Products】 【Ships from Japan】,Pioneer,48.03,4.3,58.0,['No Review']
176,"Plantronics BackBeat Go Wireless Hi-Fi Earbud Headphones - Compatible with iPhone, Android, and Other Leading Smart Devices - White",Plantronics,49.95,3.1,161.0,"['battery life', 'sound quality', 'loud enough', 'easy to use', 'listening to music', 'highly recommend', 'hold a charge', 'stopped working', 'bluetooth', 'work well', 'bottom line', 'friends and family', 'work fine']"
177,JVC HAFX5V GUMY Headphones - Grape Violet,JVC,7.9,3.7,35.0,['No Review']
178,"Sony WI-XB400 Wireless In-Ear Extra Bass Headset/Headphones with mic for phone call, Black",Sony,38.0,4.3,8058.0,"['battery life', 'sound quality', 'extra bass', 'around your neck', 'great sound', 'listening to music', 'noise cancellation', 'good sound', 'easy to use', 'noise cancelling', 'price point', 'price range', 'phone calls']"
179,"Sennheiser CX 7.00BT Wireless In-Ear Headphone, Bluetooth 4.1 with Qualcomm Apt-X, NFC one touch pairing, 10 hour battery life, 1.5 hour fast USB charging, multi-connection to 2 devices",Sennheiser Consumer Audio,139.79,4.1,144.0,"['battery life', 'sound quality', 'phone calls', 'around my neck', 'great sound', 'long battery', 'good sound', 'sounds good', 'earbuds', 'sennheiser', 'buttons', 'ear', 'buds', 'voice', 'audio', 'control', 'noise']"
180,JVC Victor In-ear Stereo Headphones for Sports | HA-EB75-R Red (Japanese Import),JVC,64.53,3.6,201.0,['No Review']
181,JBL Live 200BT Wireless in-Ear Neckband Headphones (Blue) (Renewed),Amazon Renewed,33.0,2.0,0.0,['No Review']
182,PHILIPS Extra Bass Sealed in-Ear Headphones - SHE7000PB (Black),PHILIPS,78.0,3.5,2.0,['No Review']
183,urBeats In-Ear Headphones - Black (Renewed),Amazon Renewed,39.99,4.1,184.0,"['left side', 'stopped working', 'earbud', 'save your money', 'quality of sound', 'headphones', 'earbuds', 'beat', 'broke', 'early', 'package', 'pouch', 'waste', 'buyer', 'earwax', 'guess']"
184,Skullcandy Ink'd 2.0 Micd Ill Famed/Royal/Cream in-Ear Headphones (S2IKHY-459),Skullcandy,14.99,4.1,95.0,['No Review']
185,Samsung EHS49AS0ME Original 3.5mm Hands Free Stereo Headset - Non-Retail Packaging - Black,SAMSUNG,8.36,3.6,77.0,"['sound quality', 'long time', 'ear', 'headset', 'headphones', 'dont', 'earbuds', 'pairs', 'hear', 'inches', 'mic', 'talk', 'pay', 'sets', 'stay']"
186,"Samsung EO-IC100BBEGUS Corded Type-C Earphones, Black (Renewed)",Amazon Renewed,9.96,4.5,23.0,['No Review']
187,KOSS 189593 Headphones,Koss,30.01,2.7,4.0,['No Review']
188,JLab Audio Fit 2.0 Bluetooth Enabled Wireless Sports Earbuds | Bluetooth 4.1 | 10mm Titanium Drivers | 6 Hour Battery Life | IP55 Sweatproof | Flexible Memory Wire | Black & Blue,JLAB,,3.6,19.0,['No Review']
189,"Skullcandy Effortless Sound Skullcandy Jib With Mic Purple, Purple (S2Duyk,629)",Skullcandy,,4.0,303.0,"['sound quality', 'headphones', 'button', 'ear', 'listening', 'call']"
190,KOSS Koss KE5W Earphone / 176801 /,Koss,13.18,,0.0,['No Review']
191,Sony MDREX110AP/W Step-Up EX Series Earbud Headset White,Sony,,4.4,61.0,['No Review']
192,JVC HAEN10 Gumy Sport In Ear Headphones - White,JVC,19.69,4.2,7.0,['No Review']
193,"Plantronics BackBeat FIT 500 On-Ear Sport Headphones, Wireless Headphones with Sweat-Resistant Nano-Coating Technology by P2i, Black",Plantronics,96.1,3.8,319.0,"['battery life', 'sound quality', 'headband broke', 'stopped working', 'sweat resistant', 'good sound', 'bluetooth connection', 'second pair', 'ear cups', 'look elsewhere', 'everyday', 'ambient noise']"
194,Powerbeats High-Performance Wireless Earphones - Apple H1 Chip - White with AppleCare+ Bundle,Beats,158.95,3.0,0.0,['No Review']
195,"Samsung Galaxy Buds 2019, Bluetooth True Wireless Earbuds (Renewed)",Amazon Renewed,69.99,4.5,335.0,"['sound quality', 'work great', 'galaxy buds', 'earbuds', 'quality is great', 'earbuds', 'refurbished', 'note', 'accessories', 'bluetooth']"
196,"Koss KE10P Scalped Stereo Earbuds, Pink",Koss,,2.4,2.0,['No Review']
197,Audio Technica ATH-EQ300M BK Black | Ear-Fit Headphones (Japan Import),Audio-Technica,15.99,4.1,556.0,"['sound quality', 'audio technica', 'ear clip', 'good sound', 'pretty good', 'earbuds', 'really good', 'great sound', 'plastic ear', 'clip broke', 'lightweight', 'second pair', 'many others', 'around the ears', 'keep in mind']"
198,"JBL Reflect Flow Truly Wireless Sport In-Ear Headphones (Black, Renewed)",Amazon Renewed,79.95,2.0,0.0,['No Review']
199,audio-technica SOLID BASS Portable Headphone Black Gold ATH-WS550 BGD,Audio-Technica,,3.2,10.0,['No Review']
200,Pioneer High Resolution Canal Type Earphone SE-CH3TG (GOLD)【Japan Domestic Genuine Products】 【Ships from Japan】,Pioneer,48.8,3.5,12.0,['No Review']
201,"PHILIPS Wireless Earbuds Bluetooth Headphones, in Ear Headset Sport Stereo Earphone, Powerful Sound, IPX4 Waterproof with Mic",PHILIPS,29.95,3.6,107.0,"['sound quality', 'battery life', 'earbuds', 'quality is good', 'nice sound', 'good sound', 'headphones', 'wireless', 'bluetooth', 'earbuds', 'earbud', 'volume', 'ears', 'comfort', 'sounds', 'decent', 'hour', 'okay']"
202,Powerbeats3 Wireless In-Ear Headphones - Siren Red (Renewed),Amazon Renewed,79.99,4.0,226.0,"['battery life', 'stopped charging', 'around my ears', 'waste your money', 'sound quality', 'brand new', 'something like', 'happy with purchase', 'hold a charge', 'new pair', 'headphones', 'broke', 'powerbeats', 'seller']"
203,SONY DR-BT150NC-R Red | In-Ear Bluetooth Wireless Noise Canceling Headphones (Japanese Import),Sony,,4.0,10.0,['No Review']
204,Panasonic RP-HS34E-W WHITE Sport Headphones RPHS34,Panasonic,19.95,3.9,71.0,['No Review']
205,"JBL J33a BLK Premium In Ear Headphones with JBL Drivers and Microphone, Black (Discontinued by Manufacturer)",JBL,,3.7,210.0,"['sound quality', 'stopped working', 'foam tips', 'sound great', 'left side', 'waste of money', 'earbud', 'side stopped', 'ears even', 'bass response', 'great sound', 'memory foam', 'build quality', 'fall out of my ears']"
206,"JLab Audio Diego in-Ear Earbud, Rugged Design, Tangle-Free Flat Cable, Universal Mic & Guaranteed for Life - Black/White/Blue",JLAB,14.99,3.9,462.0,"['sound quality', 'stopped working', 'listening to music', 'volume control', 'tangle free', 'good sound', 'great sound', 'skullcandy', 'earbud', 'another pair', 'must say', 'pretty good', 'recommend them to anyone']"
207,Pioneer Neck Band Type Bluetooth Earphone SE-C7BT-R (Carmine RED)【Japan Domestic Genuine Products】 【Ships from Japan】,Pioneer,80.59,3.3,15.0,['No Review']
208,"Pioneer in-Ear Truly Wireless Sport Headphones SE-E8TW-P, Pink",Pioneer,79.95,3.7,52.0,"['battery life', 'sound quality', 'charging case', 'sound great', 'pretty good', 'ear canal', 'bluetooth range', 'wireless earbuds', 'easy enough', 'high hopes', 'sounds like', 'seal your ear', 'high end', 'hear ambient']"
209,[TERNS]Sony earphone ME-L91D[Japan Import],Sony,12.49,3.6,115.0,['No Review']
210,JVC HAFX39BTB Bluetooth Neckband in-Ear Headphones Black,JVC,,3.6,31.0,['No Review']
211,AKG N200 Wireless Bluetooth Earbuds - Black (US Version),SAMSUNG,65.91,3.7,226.0,"['sound quality', 'battery life', 'cleaning tool', 'charging cable', 'around your neck', 'bluetooth earbuds', 'price point', 'wireless earbuds', 'build quality', 'carrying case', 'wireless bluetooth', 'semi hard']"
212,Skullcandy Ink'd 2 Earbud (Black) (Discontinued by Manufacturer),Skullcandy,,4.3,3777.0,"['sound quality', 'skullcandy', 'stopped working', 'buy buy', 'paul frank', 'another pair', 'headphones', 'earbud', 'second pair', 'last long', 'highly recommend', 'much better', 'great price', 'outside noise']"
213,"In-Ear Headphones, Purple-Philips",PHILIPS,6.93,2.0,0.0,['No Review']
214,Panasonic RP-TCM115-K Canal Type in-Ear Headphones RPTCM115 Black,Panasonic,,4.4,99.0,['No Review']
215,JVC HA-F160-G Gumy Earbud Headphones bass Boost HAF160 Green [Parallel Import Goods],JVC,15.75,,0.0,['No Review']
216,Panasonic SAKIOTO Sealed Earbuds (Tulip Mix) Inner Earphones,Panasonic,,3.5,15.0,['No Review']
217,Audio-Technica Balanced Armature type Inner Ear Monitor Headphones White ATH-CKB50 WH,Audio-Technica,,,0.0,['No Review']
218,"Shure SE425 Left Side Earphone Piece, No Cable or Clip, Clear",Shure,,4.0,0.0,['No Review']
219,Panasonic RP-TCM115-W Canal Type in-Ear Headphones RPTCM115 White,Panasonic,,4.1,39.0,['No Review']
220,"Monster NCredible NErgy In-Ear Headphones, Blue",Monster,28.99,3.7,190.0,"['sound quality', 'left earbud', 'stopped working', 'sound is great', 'earbud', 'listening to music', 'headphones', 'good sound', 'pretty good', 'right ear', 'nick cannon', 'poor quality', 'skullcandy', 'long time', 'worth the money']"
221,SONY Walkman 4GB headphone-integrated NW-WS413 (Lime Green),Sony,99.99,4.0,291.0,['No Review']
222,Panasonic RP-HJX10 K [stereo earphones Black] (japan Import),Panasonic,63.0,4.0,18.0,['No Review']
223,"Samsung 8K 5M One Connection in-Wall Cable (98"" and Below) - VG-SOCR86U (2019), VG-SOCR86U/ZA",SAMSUNG,206.02,4.2,6.0,['No Review']
224,Panasonic Stereo Earphones Suites Blue Jewel RP-HJF3-A (Japan Import),Panasonic,,4.2,54.0,['No Review']
225,"JVC HAFD01 Metal Hi-Res IEM, Stainless Steel Body, Titanium Drivers, J-Mount Nozzle System with Customizable Sound Stage, and MMCX Detachable Cables (Stainless Steel)",JVC,329.99,,0.0,['No Review']
226,Panasonic RP-HJE100-D Noise Isolation In-Ear Earphones (Orange) (Discontinued by Manufacturer),Panasonic,8.59,1.0,0.0,['No Review']
